Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2021-00335,2021-02-15,2021-02-17,Second Class,CG-54815,Customer 216,Corporate,Oregon City,Oregon,West,FUR-6104,Furniture,Furnishings,Eldon Expressions,270.51,1,0.0,-25.26
CA-2023-00336,2023-10-18,2023-10-21,Second Class,CG-35191,Customer 459,Corporate,Florida City,Florida,South,FUR-5097,Furniture,Tables,Bretford CR4500,3048.9,5,0.0,440.37
CA-2023-00337,2023-02-21,2023-02-28,Standard Class,CG-78306,Customer 341,Home Office,California City,California,West,FUR-4415,Furniture,Furnishings,Tenex B1-RE24,2344.04,4,0.0,-24.31
CA-2023-00338,2023-08-27,2023-08-31,First Class,CG-36047,Customer 185,Consumer,Ohio City,Ohio,Central,FUR-1853,Technology,Phones,Samsung Convoy,5190.7,9,0.2,604.99
CA-2022-00339,2022-03-23,2022-03-24,Standard Class,CG-86162,Customer 402,Corporate,Massachusetts City,Massachusetts,East,FUR-8786,Furniture,Tables,Lesro Sheffield,1798.02,10,0.1,-172.58
CA-2021-00340,2021-11-14,2021-11-17,Second Class,CG-80300,Customer 406,Consumer,Washington City,Washington,West,FUR-2759,Office Supplies,Binders,Cardinal Slant-D,403.8,10,0.0,-29.52
CA-2021-00341,2021-09-15,2021-09-19,Second Class,CG-42859,Customer 461,Home Office,Virginia City,Virginia,East,FUR-1646,Technology,Machines,Canon PC1060,531.24,4,0.4,32.5
CA-2023-00342,2023-09-21,2023-09-27,Same Day,CG-46087,Customer 445,Corporate,Alabama City,Alabama,South,FUR-3627,Technology,Copiers,Hewlett Packard 300,2706.41,10,0.3,123.56
CA-2021-00343,2021-05-22,2021-05-27,Standard Class,CG-91229,Customer 439,Corporate,Massachusetts City,Massachusetts,East,FUR-6965,Office Supplies,Labels,Fellowes Binding,72.24,8,0.4,16.63
CA-2022-00344,2022-05-05,2022-05-08,First Class,CG-24478,Customer 50,Corporate,Arizona City,Arizona,West,FUR-9572,Furniture,Furnishings,Eldon Expressions,1067.11,3,0.3,90.08
CA-2021-00345,2021-05-17,2021-05-18,First Class,CG-16433,Customer 188,Consumer,Pennsylvania City,Pennsylvania,East,FUR-4616,Furniture,Chairs,Staples Luxura,448.13,4,0.4,87.86
CA-2021-00346,2021-05-26,2021-05-27,Standard Class,CG-90862,Customer 137,Consumer,Massachusetts City,Massachusetts,East,FUR-9667,Office Supplies,Envelopes,Staples #10,25.24,1,0.4,6.81
CA-2021-00347,2021-03-25,2021-03-31,Second Class,CG-84714,Customer 321,Consumer,Oregon City,Oregon,West,FUR-3931,Furniture,Chairs,Hon 5400 Series,1646.24,4,0.1,-21.56
CA-2023-00348,2023-05-01,2023-05-07,Same Day,CG-76151,Customer 173,Corporate,Arizona City,Arizona,West,FUR-3591,Technology,Copiers,Lexmark MX611,7579.74,7,0.0,1945.02
CA-2023-00349,2023-12-30,2024-01-04,First Class,CG-89745,Customer 124,Corporate,North Carolina City,North Carolina,South,FUR-9939,Technology,Machines,Canon PC1060,4049.56,7,0.4,1100.55
CA-2022-00350,2022-03-15,2022-03-19,First Class,CG-10860,Customer 154,Corporate,Ohio City,Ohio,Central,FUR-4635,Office Supplies,Storage,Fellowes Super Stor,88.72,1,0.0,11.79
CA-2022-00351,2022-03-16,2022-03-23,Same Day,CG-56616,Customer 80,Home Office,Texas City,Texas,Central,FUR-3267,Office Supplies,Labels,Mead Academie,520.2,9,0.0,-29.95
CA-2022-00352,2022-06-27,2022-06-30,First Class,CG-73246,Customer 89,Corporate,Pennsylvania City,Pennsylvania,East,FUR-8999,Office Supplies,Binders,Cardinal Slant-D,363.38,7,0.1,83.73
CA-2021-00353,2021-07-15,2021-07-20,Same Day,CG-64594,Customer 477,Home Office,Texas City,Texas,Central,FUR-2974,Technology,Copiers,Hewlett Packard 300,785.31,1,0.3,44.42
CA-2022-00354,2022-04-10,2022-04-16,Second Class,CG-30079,Customer 26,Consumer,Nevada City,Nevada,West,FUR-7436,Office Supplies,Labels,Avery Labels,332.94,6,0.0,15.67
CA-2023-00355,2023-07-02,2023-07-09,Standard Class,CG-81847,Customer 205,Corporate,Washington City,Washington,West,FUR-5301,Office Supplies,Envelopes,Columbian Coin,74.73,3,0.0,8.53
CA-2021-00356,2021-06-24,2021-06-28,Second Class,CG-41760,Customer 37,Consumer,Georgia City,Georgia,South,FUR-5362,Office Supplies,Labels,Avery Labels,321.48,8,0.1,49.03
CA-2023-00357,2023-05-31,2023-06-03,Standard Class,CG-49953,Customer 87,Home Office,California City,California,West,FUR-6729,Office Supplies,Storage,Fiskars Box,123.02,6,0.3,20.57
CA-2023-00358,2023-06-25,2023-06-30,Standard Class,CG-41856,Customer 486,Consumer,Massachusetts City,Massachusetts,East,FUR-3419,Furniture,Tables,Barricks Manufacturing,1334.94,6,0.0,-65.99
CA-2022-00359,2022-08-13,2022-08-14,First Class,CG-81932,Customer 248,Corporate,Texas City,Texas,Central,FUR-3315,Office Supplies,Storage,Fellowes Super Stor,165.67,6,0.1,-1.37
CA-2021-00360,2021-02-07,2021-02-11,Standard Class,CG-18729,Customer 199,Consumer,Oregon City,Oregon,West,FUR-5445,Furniture,Bookcases,Sauder Classic Bookcase,1472.75,10,0.5,286.66
CA-2023-00361,2023-01-08,2023-01-15,Same Day,CG-88263,Customer 273,Corporate,California City,California,West,FUR-2442,Technology,Copiers,Hewlett Packard 300,4959.78,7,0.0,1521.37
CA-2022-00362,2022-01-17,2022-01-19,Second Class,CG-12408,Customer 178,Home Office,Alabama City,Alabama,South,FUR-6765,Furniture,Chairs,Global Leather Chair,1420.11,9,0.5,109.39
CA-2022-00363,2022-12-29,2023-01-04,First Class,CG-39567,Customer 78,Home Office,Illinois City,Illinois,Central,FUR-6599,Office Supplies,Envelopes,Wausau Papers,404.5,5,0.0,131.41
CA-2023-00364,2023-03-16,2023-03-22,Second Class,CG-65897,Customer 497,Home Office,New York City,New York,East,FUR-6118,Office Supplies,Labels,Mead Academie,724.05,10,0.1,63.57
CA-2022-00365,2022-11-06,2022-11-10,Second Class,CG-96013,Customer 478,Home Office,Pennsylvania City,Pennsylvania,East,FUR-3589,Furniture,Tables,Bretford CR4500,2776.65,5,0.0,259.7
CA-2022-00366,2022-10-13,2022-10-14,First Class,CG-29917,Customer 399,Corporate,Washington City,Washington,West,FUR-4079,Furniture,Chairs,Realspace Magellan,4064.2,7,0.2,403.79
CA-2021-00367,2021-08-07,2021-08-09,Standard Class,CG-57089,Customer 41,Home Office,New York City,New York,East,FUR-8808,Technology,Machines,Sharp AL-1530,7311.24,10,0.1,28.59
CA-2021-00368,2021-10-02,2021-10-07,Standard Class,CG-45370,Customer 487,Consumer,North Carolina City,North Carolina,South,FUR-7767,Office Supplies,Storage,Fiskars Box,73.66,3,0.1,-6.3
CA-2022-00369,2022-04-01,2022-04-07,Same Day,CG-63066,Customer 398,Consumer,Pennsylvania City,Pennsylvania,East,FUR-1685,Furniture,Furnishings,Eldon Expressions,2219.64,8,0.5,664.59
CA-2023-00370,2023-02-19,2023-02-25,Second Class,CG-77987,Customer 276,Home Office,Michigan City,Michigan,Central,FUR-7481,Technology,Phones,Samsung Convoy,1303.22,2,0.0,384.45
CA-2021-00371,2021-03-22,2021-03-27,First Class,CG-70469,Customer 86,Home Office,Alabama City,Alabama,South,FUR-7921,Furniture,Tables,Lesro Sheffield,2392.13,8,0.2,593.62
CA-2022-00372,2022-08-26,2022-08-31,Second Class,CG-61520,Customer 212,Consumer,Arizona City,Arizona,West,FUR-6299,Office Supplies,Envelopes,Staples #10,174.24,8,0.0,-3.33
CA-2023-00373,2023-07-13,2023-07-14,Standard Class,CG-21952,Customer 59,Home Office,Massachusetts City,Massachusetts,East,FUR-8362,Technology,Accessories,Logitech G700s,900.16,2,0.0,200.98
CA-2023-00374,2023-01-14,2023-01-15,Second Class,CG-31249,Customer 445,Home Office,Alabama City,Alabama,South,FUR-3369,Furniture,Furnishings,Eldon Expressions,1067.08,7,0.0,331.34
CA-2022-00375,2022-01-02,2022-01-09,Second Class,CG-10463,Customer 319,Corporate,Nevada City,Nevada,West,FUR-5146,Office Supplies,Fasteners,Boston Office 1000,309.9,5,0.0,94.32
CA-2021-00376,2021-01-26,2021-01-30,Same Day,CG-20407,Customer 308,Home Office,Tennessee City,Tennessee,South,FUR-1107,Furniture,Furnishings,Deflect-o Glazed,986.08,4,0.5,102.73
CA-2022-00377,2022-05-17,2022-05-22,Standard Class,CG-97424,Customer 296,Home Office,Indiana City,Indiana,Central,FUR-5889,Technology,Accessories,Plantronics CS510,731.35,3,0.3,-61.05
CA-2022-00378,2022-11-10,2022-11-11,First Class,CG-14697,Customer 48,Corporate,California City,California,West,FUR-5903,Furniture,Tables,Barricks Manufacturing,2534.65,5,0.0,848.68
CA-2022-00379,2022-10-24,2022-10-27,Same Day,CG-78766,Customer 108,Corporate,Florida City,Florida,South,FUR-4425,Technology,Phones,Motorola Smart,2141.12,8,0.2,103.08
CA-2021-00380,2021-04-30,2021-05-01,First Class,CG-27001,Customer 315,Home Office,Nevada City,Nevada,West,FUR-9132,Technology,Machines,Canon PC1060,8382.4,10,0.2,1143.58
CA-2023-00381,2023-12-01,2023-12-07,Same Day,CG-91980,Customer 408,Consumer,Tennessee City,Tennessee,South,FUR-2932,Technology,Accessories,Kensington SmartFit,5896.3,5,0.0,-275.99
CA-2022-00382,2022-03-01,2022-03-08,First Class,CG-18891,Customer 158,Consumer,Tennessee City,Tennessee,South,FUR-5919,Office Supplies,Pens,Pilot Precise,57.06,4,0.1,12.01
CA-2023-00383,2023-11-04,2023-11-09,Second Class,CG-53321,Customer 427,Consumer,Texas City,Texas,Central,FUR-6536,Technology,Machines,Canon PC1060,6470.8,7,0.0,1775.71
CA-2023-00384,2023-09-09,2023-09-13,Standard Class,CG-78298,Customer 154,Corporate,Washington City,Washington,West,FUR-6169,Furniture,Furnishings,Eldon Expressions,1490.54,6,0.4,473.25
CA-2021-00385,2021-02-08,2021-02-10,Same Day,CG-34560,Customer 305,Consumer,Ohio City,Ohio,Central,FUR-2914,Furniture,Bookcases,Sauder Classic Bookcase,4438.56,6,0.0,696.6
CA-2022-00386,2022-09-24,2022-09-30,First Class,CG-32939,Customer 58,Corporate,Texas City,Texas,Central,FUR-7131,Office Supplies,Binders,Ibico Hi-Tech,137.18,4,0.2,-0.38
CA-2021-00387,2021-03-18,2021-03-25,First Class,CG-52904,Customer 74,Corporate,New York City,New York,East,FUR-2609,Technology,Phones,Motorola Smart,2230.7,9,0.3,704.09
CA-2023-00388,2023-11-24,2023-11-30,Standard Class,CG-53684,Customer 240,Home Office,Pennsylvania City,Pennsylvania,East,FUR-1755,Furniture,Furnishings,Tenex B1-RE24,1421.28,9,0.2,454.17
CA-2021-00389,2021-07-31,2021-08-05,First Class,CG-67817,Customer 344,Home Office,Texas City,Texas,Central,FUR-2927,Office Supplies,Fasteners,Acco Binder,144.19,6,0.2,3.53
CA-2022-00390,2022-07-13,2022-07-15,First Class,CG-85246,Customer 126,Consumer,Virginia City,Virginia,East,FUR-3806,Furniture,Chairs,Global Leather Chair,2166.88,9,0.3,47.61
CA-2021-00391,2021-05-26,2021-05-29,Standard Class,CG-21287,Customer 219,Corporate,Indiana City,Indiana,Central,FUR-7421,Furniture,Tables,Bretford CR4500,5516.48,8,0.0,-288.69
CA-2022-00392,2022-01-02,2022-01-08,Standard Class,CG-71377,Customer 50,Corporate,Alabama City,Alabama,South,FUR-8464,Office Supplies,Pens,Sanford Accent,94.0,9,0.5,14.62
CA-2022-00393,2022-09-28,2022-10-04,First Class,CG-52567,Customer 233,Consumer,Tennessee City,Tennessee,South,FUR-8987,Furniture,Tables,Barricks Manufacturing,2086.62,5,0.4,-36.5
CA-2021-00394,2021-03-03,2021-03-04,Same Day,CG-24022,Customer 167,Corporate,Florida City,Florida,South,FUR-2162,Office Supplies,Storage,Fellowes Super Stor,363.0,5,0.0,46.67
CA-2022-00395,2022-09-11,2022-09-16,First Class,CG-37294,Customer 417,Home Office,Tennessee City,Tennessee,South,FUR-8063,Office Supplies,Paper,Southworth 25%,112.2,4,0.5,8.16
CA-2023-00396,2023-06-11,2023-06-16,Same Day,CG-52647,Customer 285,Home Office,Indiana City,Indiana,Central,FUR-2599,Furniture,Tables,Barricks Manufacturing,587.1,2,0.5,-28.51
CA-2023-00397,2023-07-01,2023-07-03,Standard Class,CG-21866,Customer 112,Consumer,Michigan City,Michigan,Central,FUR-3276,Technology,Phones,Samsung Convoy,5828.04,10,0.4,275.86
CA-2021-00398,2021-01-01,2021-01-08,First Class,CG-49286,Customer 292,Corporate,Pennsylvania City,Pennsylvania,East,FUR-5989,Technology,Machines,Canon PC1060,7001.37,10,0.1,-52.18
CA-2023-00399,2023-06-10,2023-06-16,First Class,CG-24378,Customer 441,Home Office,Texas City,Texas,Central,FUR-5623,Furniture,Furnishings,Deflect-o Glazed,820.05,5,0.0,-81.69
CA-2021-00400,2021-03-05,2021-03-07,Second Class,CG-72242,Customer 72,Corporate,Alabama City,Alabama,South,FUR-4083,Technology,Machines,Sharp AL-1530,2545.33,7,0.4,369.85
CA-2023-00401,2023-02-27,2023-03-06,Second Class,CG-73792,Customer 337,Consumer,Michigan City,Michigan,Central,FUR-8155,Office Supplies,Envelopes,Staples #10,75.21,3,0.0,14.42
CA-2021-00402,2021-10-06,2021-10-07,Same Day,CG-60425,Customer 182,Corporate,Massachusetts City,Massachusetts,East,FUR-4698,Technology,Copiers,Lexmark MX611,1177.9,3,0.4,174.83
CA-2022-00403,2022-01-16,2022-01-20,Standard Class,CG-84468,Customer 248,Corporate,Arizona City,Arizona,West,FUR-7038,Technology,Accessories,Kensington SmartFit,2956.27,9,0.3,-251.11
CA-2021-00404,2021-08-20,2021-08-25,Standard Class,CG-99662,Customer 325,Consumer,Florida City,Florida,South,FUR-9834,Technology,Machines,Canon PC1060,2504.07,9,0.0,25.93
CA-2022-00405,2022-10-02,2022-10-07,First Class,CG-47907,Customer 86,Home Office,Oregon City,Oregon,West,FUR-1578,Furniture,Furnishings,Tenex B1-RE24,4355.06,9,0.3,389.59
CA-2022-00406,2022-09-15,2022-09-21,Standard Class,CG-47593,Customer 249,Home Office,Texas City,Texas,Central,FUR-2351,Office Supplies,Labels,Avery Labels,150.96,10,0.2,39.85
CA-2021-00407,2021-09-17,2021-09-22,Second Class,CG-96396,Customer 229,Corporate,Oregon City,Oregon,West,FUR-7058,Furniture,Bookcases,O Sullivan 5-Shelf,669.4,5,0.0,114.95
CA-2021-00408,2021-12-26,2021-12-29,Same Day,CG-60222,Customer 122,Consumer,Massachusetts City,Massachusetts,East,FUR-8211,Technology,Phones,Motorola Smart,2334.7,2,0.0,646.54
CA-2021-00409,2021-12-09,2021-12-11,Same Day,CG-79798,Customer 120,Home Office,Texas City,Texas,Central,FUR-7222,Office Supplies,Envelopes,Wausau Papers,16.54,1,0.4,1.89
CA-2023-00410,2023-03-10,2023-03-14,Standard Class,CG-22761,Customer 470,Home Office,Illinois City,Illinois,Central,FUR-9704,Office Supplies,Binders,Ibico Hi-Tech,244.44,8,0.3,81.35
CA-2022-00411,2022-12-26,2023-01-02,Same Day,CG-70438,Customer 396,Home Office,Alabama City,Alabama,South,FUR-4961,Office Supplies,Pens,BIC Roller Glide,300.68,5,0.2,58.47
CA-2022-00412,2022-02-04,2022-02-09,Standard Class,CG-99849,Customer 229,Corporate,Illinois City,Illinois,Central,FUR-6759,Technology,Phones,Samsung Convoy,1031.69,1,0.0,87.76
CA-2022-00413,2022-03-26,2022-04-01,Standard Class,CG-25725,Customer 45,Consumer,Ohio City,Ohio,Central,FUR-3128,Furniture,Chairs,Hon 5400 Series,640.41,1,0.1,209.88
CA-2023-00414,2023-02-09,2023-02-15,First Class,CG-65965,Customer 355,Home Office,New York City,New York,East,FUR-6298,Furniture,Bookcases,O Sullivan 5-Shelf,4302.4,8,0.0,806.49
CA-2022-00415,2022-06-12,2022-06-14,Standard Class,CG-74450,Customer 476,Consumer,Oregon City,Oregon,West,FUR-4287,Office Supplies,Storage,Fiskars Box,27.5,1,0.2,-0.55
CA-2023-00416,2023-03-16,2023-03-18,Standard Class,CG-14569,Customer 38,Consumer,Florida City,Florida,South,FUR-2153,Technology,Copiers,Hewlett Packard 300,4216.7,10,0.5,935.81
CA-2022-00417,2022-05-29,2022-06-05,Standard Class,CG-77552,Customer 363,Corporate,Florida City,Florida,South,FUR-9039,Furniture,Chairs,Hon 5400 Series,1428.45,7,0.3,438.65
CA-2023-00418,2023-09-07,2023-09-11,First Class,CG-62509,Customer 29,Home Office,Florida City,Florida,South,FUR-2485,Furniture,Chairs,Staples Luxura,1124.2,8,0.3,56.26
CA-2023-00419,2023-01-19,2023-01-24,First Class,CG-61131,Customer 459,Corporate,Texas City,Texas,Central,FUR-2749,Office Supplies,Fasteners,Acco Binder,101.86,3,0.4,20.1
CA-2023-00420,2023-01-06,2023-01-10,Standard Class,CG-80851,Customer 330,Home Office,Nevada City,Nevada,West,FUR-6041,Furniture,Tables,Bretford CR4500,507.06,4,0.1,60.93
CA-2023-00421,2023-10-21,2023-10-26,Same Day,CG-98877,Customer 446,Consumer,Florida City,Florida,South,FUR-9791,Office Supplies,Binders,Ibico Hi-Tech,40.87,1,0.1,10.76
CA-2021-00422,2021-11-02,2021-11-08,Second Class,CG-11882,Customer 89,Consumer,New York City,New York,East,FUR-1818,Technology,Accessories,Logitech G700s,671.22,1,0.0,6.18
CA-2022-00423,2022-09-22,2022-09-29,Second Class,CG-65864,Customer 173,Home Office,Nevada City,Nevada,West,FUR-7586,Furniture,Chairs,Hon 5400 Series,784.28,2,0.1,-56.15
CA-2022-00424,2022-10-27,2022-10-28,Second Class,CG-58487,Customer 284,Consumer,Virginia City,Virginia,East,FUR-3703,Furniture,Tables,Lesro Sheffield,400.94,2,0.0,96.59
CA-2023-00425,2023-06-18,2023-06-20,Second Class,CG-21683,Customer 362,Consumer,Washington City,Washington,West,FUR-5648,Technology,Copiers,Hewlett Packard 300,1079.63,1,0.0,-104.88
CA-2023-00426,2023-05-03,2023-05-09,Standard Class,CG-88154,Customer 93,Consumer,Georgia City,Georgia,South,FUR-9190,Furniture,Bookcases,Bush Westfield,3060.16,8,0.0,534.74
CA-2021-00427,2021-06-30,2021-07-06,Second Class,CG-70845,Customer 395,Corporate,Ohio City,Ohio,Central,FUR-4409,Furniture,Tables,Bretford CR4500,1483.26,2,0.0,264.78
CA-2022-00428,2022-07-21,2022-07-22,First Class,CG-47363,Customer 108,Consumer,New York City,New York,East,FUR-8121,Technology,Copiers,Canon imageCLASS,1079.28,3,0.0,-81.69
CA-2022-00429,2022-05-30,2022-06-02,Standard Class,CG-19287,Customer 459,Consumer,Florida City,Florida,South,FUR-4855,Technology,Phones,Samsung Convoy,1074.15,3,0.0,127.05
CA-2023-00430,2023-06-30,2023-07-05,Same Day,CG-36208,Customer 193,Consumer,Michigan City,Michigan,Central,FUR-4615,Technology,Machines,Hewlett Packard LaserJet,1052.26,2,0.0,7.05
CA-2021-00431,2021-05-31,2021-06-04,Second Class,CG-92840,Customer 184,Corporate,Florida City,Florida,South,FUR-5418,Furniture,Tables,Barricks Manufacturing,1323.22,8,0.3,-51.1
CA-2022-00432,2022-02-19,2022-02-22,Second Class,CG-55033,Customer 113,Home Office,New York City,New York,East,FUR-5835,Technology,Phones,Motorola Smart,466.67,3,0.5,49.64
CA-2021-00433,2021-11-18,2021-11-25,Same Day,CG-46591,Customer 8,Home Office,New Jersey City,New Jersey,East,FUR-8014,Furniture,Chairs,Staples Luxura,3489.16,9,0.1,579.94
CA-2022-00434,2022-05-21,2022-05-23,Same Day,CG-76088,Customer 18,Home Office,Michigan City,Michigan,Central,FUR-7974,Furniture,Tables,Barricks Manufacturing,386.11,1,0.0,-31.65
CA-2023-00435,2023-12-24,2023-12-28,Second Class,CG-56976,Customer 152,Corporate,Florida City,Florida,South,FUR-4916,Office Supplies,Paper,Xerox 1967,385.99,9,0.4,126.4
CA-2021-00436,2021-07-05,2021-07-06,Second Class,CG-63131,Customer 95,Consumer,North Carolina City,North Carolina,South,FUR-7068,Technology,Copiers,Lexmark MX611,1122.05,10,0.5,121.96
CA-2023-00437,2023-08-09,2023-08-15,Second Class,CG-99740,Customer 42,Corporate,California City,California,West,FUR-6500,Technology,Machines,Sharp AL-1530,397.27,1,0.2,85.07
CA-2021-00438,2021-04-23,2021-04-28,Standard Class,CG-83499,Customer 364,Consumer,Texas City,Texas,Central,FUR-4354,Office Supplies,Pens,BIC Roller Glide,126.49,10,0.3,-2.67
CA-2021-00439,2021-10-11,2021-10-14,Second Class,CG-52003,Customer 181,Consumer,New Jersey City,New Jersey,East,FUR-5380,Technology,Copiers,Lexmark MX611,9640.17,10,0.1,2303.31
CA-2023-00440,2023-10-29,2023-11-04,First Class,CG-69241,Customer 318,Consumer,North Carolina City,North Carolina,South,FUR-7031,Furniture,Bookcases,O Sullivan 5-Shelf,3431.12,8,0.0,382.82
CA-2021-00441,2021-05-15,2021-05-17,Second Class,CG-75054,Customer 78,Consumer,Florida City,Florida,South,FUR-4346,Office Supplies,Paper,Hammermill CopyPlus,37.12,2,0.2,-1.84
CA-2023-00442,2023-12-03,2023-12-09,Standard Class,CG-12888,Customer 447,Corporate,Oregon City,Oregon,West,FUR-4806,Technology,Accessories,Logitech G700s,3720.78,6,0.0,116.02
CA-2023-00443,2023-12-01,2023-12-07,Second Class,CG-50172,Customer 88,Home Office,Michigan City,Michigan,Central,FUR-5259,Office Supplies,Fasteners,Staples Jumbo,154.38,6,0.5,16.38
CA-2022-00444,2022-04-10,2022-04-14,First Class,CG-33891,Customer 499,Consumer,Ohio City,Ohio,Central,FUR-3873,Furniture,Bookcases,O Sullivan 5-Shelf,5781.04,8,0.0,1273.65
CA-2021-00445,2021-11-11,2021-11-13,Standard Class,CG-97235,Customer 163,Consumer,New York City,New York,East,FUR-6633,Office Supplies,Labels,Avery Labels,276.24,8,0.0,-2.12
CA-2021-00446,2021-10-30,2021-11-02,Same Day,CG-51971,Customer 80,Consumer,Alabama City,Alabama,South,FUR-1070,Technology,Machines,Hewlett Packard LaserJet,302.28,1,0.5,74.31
CA-2023-00447,2023-11-06,2023-11-09,Standard Class,CG-28274,Customer 348,Corporate,Michigan City,Michigan,Central,FUR-2914,Technology,Accessories,Kensington SmartFit,4309.44,8,0.0,987.89
CA-2022-00448,2022-09-23,2022-09-24,Second Class,CG-46428,Customer 101,Consumer,Alabama City,Alabama,South,FUR-1369,Office Supplies,Pens,Sanford Accent,103.3,6,0.1,16.79
CA-2021-00449,2021-06-21,2021-06-26,First Class,CG-62108,Customer 76,Home Office,Florida City,Florida,South,FUR-8006,Office Supplies,Paper,Hammermill CopyPlus,361.44,6,0.0,111.61
CA-2023-00450,2023-01-28,2023-02-01,Same Day,CG-64474,Customer 412,Corporate,Texas City,Texas,Central,FUR-8249,Office Supplies,Pens,BIC Roller Glide,644.56,8,0.0,-1.89
CA-2022-00451,2022-08-15,2022-08-17,Same Day,CG-21593,Customer 4,Consumer,Tennessee City,Tennessee,South,FUR-7708,Technology,Phones,Cisco TelePresence,1409.04,4,0.3,-98.98
CA-2022-00452,2022-07-14,2022-07-18,Standard Class,CG-49582,Customer 428,Corporate,New Jersey City,New Jersey,East,FUR-5979,Technology,Accessories,Plantronics CS510,2477.47,3,0.2,369.74
CA-2023-00453,2023-10-09,2023-10-14,First Class,CG-64677,Customer 92,Consumer,Georgia City,Georgia,South,FUR-9059,Furniture,Tables,Lesro Sheffield,1806.3,5,0.5,-79.69
CA-2022-00454,2022-05-17,2022-05-18,Same Day,CG-25674,Customer 192,Corporate,Oregon City,Oregon,West,FUR-9397,Furniture,Bookcases,Bush Westfield,3062.27,8,0.2,559.17
CA-2021-00455,2021-02-05,2021-02-12,Standard Class,CG-45739,Customer 185,Home Office,Illinois City,Illinois,Central,FUR-7873,Furniture,Tables,Lesro Sheffield,5391.6,8,0.0,327.94
CA-2022-00456,2022-12-31,2023-01-01,Second Class,CG-81265,Customer 166,Home Office,Ohio City,Ohio,Central,FUR-6180,Technology,Phones,Samsung Convoy,3865.76,4,0.0,943.67
CA-2022-00457,2022-09-09,2022-09-12,Same Day,CG-64000,Customer 175,Home Office,Texas City,Texas,Central,FUR-3671,Technology,Machines,Hewlett Packard LaserJet,269.56,1,0.2,18.29
CA-2021-00458,2021-07-29,2021-07-31,Standard Class,CG-72851,Customer 179,Consumer,New Jersey City,New Jersey,East,FUR-6104,Furniture,Chairs,Staples Luxura,5580.16,8,0.0,1498.16
CA-2023-00459,2023-01-13,2023-01-15,Second Class,CG-39697,Customer 158,Home Office,Alabama City,Alabama,South,FUR-3053,Office Supplies,Paper,Southworth 25%,85.8,5,0.0,0.01
CA-2022-00460,2022-03-06,2022-03-08,Standard Class,CG-96479,Customer 263,Home Office,Nevada City,Nevada,West,FUR-1971,Furniture,Chairs,Hon 5400 Series,4786.64,8,0.0,-55.73
CA-2023-00461,2023-08-19,2023-08-20,Second Class,CG-34219,Customer 344,Consumer,Texas City,Texas,Central,FUR-6759,Office Supplies,Fasteners,Acco Binder,132.62,2,0.1,21.81
CA-2021-00462,2021-03-01,2021-03-02,Standard Class,CG-22989,Customer 420,Home Office,Virginia City,Virginia,East,FUR-1229,Office Supplies,Pens,Sanford Accent,595.84,9,0.1,75.8
CA-2023-00463,2023-12-20,2023-12-22,Second Class,CG-67627,Customer 345,Consumer,Virginia City,Virginia,East,FUR-2758,Technology,Phones,Samsung Convoy,1124.23,2,0.5,72.97
CA-2022-00464,2022-01-06,2022-01-13,Standard Class,CG-78121,Customer 70,Corporate,Michigan City,Michigan,Central,FUR-9123,Furniture,Tables,Lesro Sheffield,841.23,2,0.3,-37.33
CA-2023-00465,2023-01-10,2023-01-16,First Class,CG-68190,Customer 116,Home Office,Indiana City,Indiana,Central,FUR-7672,Furniture,Chairs,Realspace Magellan,1262.91,8,0.2,133.4
CA-2022-00466,2022-08-19,2022-08-26,Same Day,CG-67417,Customer 268,Consumer,Georgia City,Georgia,South,FUR-2392,Office Supplies,Fasteners,Boston Office 1000,23.94,3,0.5,4.85
CA-2021-00467,2021-09-02,2021-09-04,Same Day,CG-26090,Customer 120,Home Office,Tennessee City,Tennessee,South,FUR-7958,Technology,Phones,Samsung Convoy,714.72,3,0.1,37.44
CA-2023-00468,2023-10-20,2023-10-23,Same Day,CG-24160,Customer 63,Corporate,Michigan City,Michigan,Central,FUR-5107,Office Supplies,Fasteners,Staples Jumbo,498.74,7,0.2,-16.8
CA-2023-00469,2023-09-30,2023-10-04,First Class,CG-30019,Customer 156,Consumer,Pennsylvania City,Pennsylvania,East,FUR-2578,Furniture,Chairs,Hon 5400 Series,4390.56,8,0.0,316.93
CA-2021-00470,2021-06-06,2021-06-12,Standard Class,CG-14141,Customer 221,Consumer,Tennessee City,Tennessee,South,FUR-2951,Office Supplies,Fasteners,Boston Office 1000,296.02,8,0.3,78.23
CA-2023-00471,2023-02-25,2023-03-01,Second Class,CG-74419,Customer 221,Corporate,Michigan City,Michigan,Central,FUR-3203,Office Supplies,Binders,Avery Dennison,136.2,3,0.2,40.6
CA-2022-00472,2022-10-02,2022-10-08,Second Class,CG-76412,Customer 29,Consumer,Tennessee City,Tennessee,South,FUR-7412,Technology,Copiers,Lexmark MX611,3984.16,9,0.5,454.83
CA-2022-00473,2022-06-24,2022-06-28,First Class,CG-55727,Customer 415,Home Office,Alabama City,Alabama,South,FUR-1440,Office Supplies,Envelopes,Columbian Coin,117.66,6,0.0,-4.98
